singing,lyrics_onizleme,tur,tur_olasilik,duygu,duygu_olasilik,tema,eslesen_kelime,kelime_sayisi
Sagopa Kajmer,Cihanda kaybolan yıllarım ve içinde düştüğüm feci günahlarım sakladığım sevaplarımla yaşadım faciaların...,pop,0.501,hüzün,0.2733,yalnızlık,19,280
Sagopa Kajmer,"(Ben yine anlatmak istiyorum HADİ !!!) Batımda gün yine sokaklar ıssız, şarapkolikler...",arabesk,0.4153,hüzün,0.4725,yalnızlık,16,232
Sagopa Kajmer,"Hiphop evvel olsa rap sonumdur, okşa Evreni, sözünle yokla çevreni kağıtta saklı...",pop,0.4615,hüzün,0.2714,karanlık,11,245
Sagopa Kajmer,"İşin aslına bakarsan büyür, dert kafana çokta takarsan Çekilmez olduğunda hayat, gözlerin...",pop,0.6795,hüzün,0.3179,yaşam,32,336
Sagopa Kajmer,"Nakarat (x2) Mısralarımda ısrar hakim, Hitabelerimin özüne bir gözat, Kafanı bunla patlat,...",pop,0.5097,hüzün,0.4568,yalnızlık,14,202
Sagopa Kajmer,Kıçını başını tv aleminde Gözüme sokan illetlere Kinimmi var ne Sagopa hiphop...,arabesk,0.3073,öfke,0.3594,acı,14,234
Sagopa Kajmer,"Kuyruk sokumuna giren acinin sebebi iki saat ayakta beklemendir, banka kuyruklarinda can...",halk_rock,0.2498,hüzün,0.4207,ayrılık,9,413
Sagopa Kajmer,"Buruşmuş kağıtlar, al Çatır çatır kağıt sesleri Esasın olmadan, teferruat kabul edilmiyor,...",pop,0.5211,hüzün,0.6974,acı,30,351
Sagopa Kajmer,"Kibritin kıvılcımıyla başlar an, Kiralık katil oldum duygularına şimdi ağla, Kaç kiracı...",pop,0.4566,hüzün,0.4824,hüzün,13,208
Sagopa Kajmer,"Bana bir öykü anlat,bir öykü,bana bir öykü anlat Bir öykü bildiğimi sanmıyorum...",arabesk,0.4048,hüzün,0.4595,hüzün,37,293
Sagopa Kajmer,Verse 1 İlerde bir kaç yol var uzaktan belirgin değil İlerle durmak...,pop,0.5548,hüzün,0.2454,aşk,25,338
Sagopa Kajmer,"Cihanda kaybolan yıllarım ve içine düştüğüm feci günahlarım, Sakladığım sevaplarımla yaşadım, Faciaların...",pop,0.425,hüzün,0.3897,hüzün,16,270
Sagopa Kajmer,Direten fikrimde çıkan isyanı bastıracak fermanı taşıyanda dirayet eksikliği göze çarpar ve...,rock,0.3919,öfke,0.4344,isyan,24,375
Sagopa Kajmer,"Katliama karşı geldi işkence yedi bitirdi beni, zalim endüstri önüne gelene zehiri...",arabesk,0.3064,öfke,0.6211,ayrılık,6,138
Sagopa Kajmer,Yine yeniden Yunus kayıtta Karamsar ton ve orta halli kelam O zaman...,pop,0.6319,öfke,0.2214,aşk,13,263
Sagopa Kajmer,"Sago Acıyla Yoğrulur , Kendi Yağında Kavrulur Mutluluğum Yavrudur , Paranoyak Olduğum...",pop,0.446,hüzün,0.3653,nostalji,10,262
Sagopa Kajmer,VERSE1 Belki de günahlarını yıkayacak akıttığın damla yaşlar Ya da yağmur olup...,pop,0.5235,öfke,0.3541,ayrılık,19,300
Sagopa Kajmer,KİRLİ Batıway bize kim diss atıcakmış yaktık kirli tüm kemanları rhymmozında oldu...,pop,0.4354,nostalji,0.267,müzik,18,141
Sagopa Kajmer,KOLERA İçinde çürüdüğüm oda maketBen öğrenci hayat mektepHaren gürra yıkılır hatıraHassas yapraklarımın...,pop,0.3817,hüzün,0.2711,nostalji,22,315
Sagopa Kajmer,"Kopya kalpler, gözlerin önünde parlamakta bir fener ve İhtirasla süslenen bir gelecek...",pop,0.3879,hüzün,0.459,umut,13,276
Sagopa Kajmer,VERSE 1 Önüme çıkanı yakarım çekilin! Kara bulutlarımı dökerim üzerinize bilin Dilin...,pop,0.4884,hüzün,0.5279,müzik,32,397
Sagopa Kajmer,IQ sago kojo misali kuduz yunus divanda tesbihiyle rumuz çizer gelebilir huyuz...,pop,0.5997,hüzün,0.3901,aşk,25,332
Sagopa Kajmer,ŞİKAYETNAME YAPILACAK İŞ EKİLMEYE HAZIR BAHÇE RAP BENİM İÇİN PIRLANTADAN AKÇE FARKETMEZ...,pop,0.4332,hüzün,0.2804,müzik,107,1728
Sagopa Kajmer,"Yo, yo! Sagopa Kajmer, 10 Kurşun, ve 7si, mikrofonda Ceza, Kuvvetmira Rap,...",arabesk,0.4802,hüzün,0.4802,kader,8,195
Sagopa Kajmer,Mozole Mirach Verse: Bana devam et derdin ancak sen bitirdin oyunumu Bu...,pop,0.5178,hüzün,0.4867,ayrılık,56,517
Sagopa Kajmer,DRFUCHS VERSE: Çekilen bayraklarım beyaz hayata attım havlu saatime baktım 3ü çeyrek...,pop,0.4782,öfke,0.3583,isyan,30,312
Sagopa Kajmer,"Ben uyku dolu bu gözlerimle baktım ahalime Ve kelime topladım çuvalla bendime,...",arabesk,0.3665,hüzün,0.3116,kader,13,262
Sagopa Kajmer,Verse 1 ben uyku dolu bu gozlerimle baktim ahalime ve kelime topladim...,pop,0.3622,hüzün,0.3673,müzik,15,211
Sagopa Kajmer,Sagopa Kajmer - Kötü İnsanları Tanıma Senesi # Verse I # Yunus...,pop,0.5062,hüzün,0.2833,nostalji,32,338
Sagopa Kajmer,"Sagopa yaşlı çocuk, Saçlarında kış, son beyaz yağışlarım, Yarışlarım varışlara, demek bu...",pop,0.5417,hüzün,0.5408,ayrılık,14,204
Sagopa Kajmer,Sokaklar Artık Boş Birer Dünya Ne Bir Sigara Ne De Bir Kola...,pop,0.5472,öfke,0.3177,ayrılık,19,319
Sagopa Kajmer,"Sagopa Kajmer Sigaramın dumanını kıskan, Devran döner durur sabran, Yok olmasan da...",pop,0.4479,hüzün,0.4759,ayrılık,28,326
Sagopa Kajmer,VERSE 1 Azgınların frenleri frengi Faili belli fevkalade cinayetler Sex Pistols gibi...,pop,0.5063,hüzün,0.2795,müzik,14,228
Sagopa Kajmer,# Verse I # Sözüm! Kulaklarına değsin duvara vursun başını gücüm Yıllar...,pop,0.3207,hüzün,0.3254,müzik,23,483
Sagopa Kajmer,verse 1 Sokaklar benim oyun saham ve benim evim üzerimde t-shirt ve...,rap,0.4871,hüzün,0.4031,müzik,17,208
Sagopa Kajmer,Nakarat Hşşt lan velet öğreninde gelin söylemeyi rap dinlemediniz daha sözümü size...,pop,0.4472,mutluluk,0.2987,müzik,13,358
Sagopa Kajmer,"Rayihana ozlemim, telafisiz gecikmelerdeyim telapatiklerini giydi platonik şizofren ilgisizlik yargisizlik saptirimlarinda leyli,...",pop,0.5061,hüzün,0.4939,acı,6,265
Sagopa Kajmer,Sagopa Verse Kolej parayla Yarın dolarla Beleş avuçla Sözüm bedava Tak kulağına...,pop,0.3786,hüzün,0.2839,müzik,12,161
Sagopa Kajmer,"İtina ile süzen rapçi sago ruhi dahil eder, talim ettiren asker başı...",halk_rock,0.2418,öfke,0.3627,eşitsizlik,9,271
Sagopa Kajmer,1KISIM Cebinde daima bir kozun olmalı Maalesef bu durum değil iç açıcı...,pop,0.4992,hüzün,0.4658,müzik,15,235
Sagopa Kajmer,"Sıkıldım artık zaman aksak Kerem Aslı'ya dursun ihtiyacı yok kalbimin aşka, bu...",arabesk,0.3341,hüzün,0.3376,gerçeklik,22,340
Sagopa Kajmer,"Karma çevre kozmopolit, fiiller kozmopolitik, seçilmiş elçilerdik buraya nakledildik hepimiz, bir elin...",pop,0.4473,hüzün,0.4025,müzik,15,207
Sagopa Kajmer,Verse 1 Hayat bir meyve sepeti kaç çürükle karşılaştım sen hesap et...,pop,0.316,hüzün,0.3208,müzik,12,271
Sagopa Kajmer,"Nesine göre ki kıymetin değeri, yüreğin çömelir eğilir boynun, değeri biçilir kenara...",arabesk,0.3856,öfke,0.5246,özlem,13,365
Sagopa Kajmer,"Aklımdan geçenleri bir cümleyle anlatabilsem, Kendimle olan yarışımı kazanabilirdim Çözümsüz sorunlarıma çareyi...",pop,0.7342,nostalji,0.2093,nostalji,20,285
Sagopa Kajmer,"Sagopa Ayrımların iki yönüne yürüme, kapı önüne çöpleri dök arın, ama kirinde...",arabesk,0.4215,hüzün,0.666,hüzün,12,225
Sagopa Kajmer,Kolera Herkes Uyudu Yine içtimada Düşünce bazen tercih etmen gerekir Bilmemeyi bilmeye...,pop,0.5595,hüzün,0.3111,aşk,23,247
Sagopa Kajmer,Kolera: Herkes uyudu yine içtimada düşünce Bazen tercih etmen gerekir bilmemeyi bilmeye...,pop,0.5798,hüzün,0.3224,aşk,22,259
Sagopa Kajmer,"# Verse I Sen ne biçim bir mevsimsin, ısınmam imkansız Donmamak neyime,...",pop,0.5191,hüzün,0.4642,isyan,25,399
Sagopa Kajmer,Sagopa Kajmer: Sen ne biçim bir mevsimsin ısınmam imkansız Donmamak neyime titrememek...,pop,0.597,hüzün,0.4661,isyan,25,340
Sagopa Kajmer,Gökteki yolları yeryüzündekilerden daha iyi bilen yok mu Karnımız teveccühe bu kadar...,arabesk,0.429,hüzün,0.571,acı,7,102
Sagopa Kajmer,Daraldım bugün gene çevreme baktım;yalanlarla dolu Resimleri yırttım attım Küllenmiş anılarım rüzgarda...,arabesk,0.651,hüzün,0.436,kader,15,317
Sagopa Kajmer,Kolera Verse: Benimle kal Hevesim kursağımda takılı kaldı Gözlerim telaş timsali her...,pop,0.5324,hüzün,0.2675,aşk,26,328
Sagopa Kajmer,"Bölüm 1 Yine Kızarıyor Sigarımın Ucu , Görünmüyor Hayallerimin Ucu Bucu Haydi...",pop,0.7523,hüzün,0.55,ayrılık,25,331
Sagopa Kajmer,"Kurak 1:Küfür etmek yok Mütalam, yabana atılan kof bir raiç, Tanrının elinden...",pop,0.7391,mutluluk,0.2534,nostalji,8,148
Sagopa Kajmer,Bize yolda tümsekler de çıksa vızz engelleri sollar kız bizim ikimizin hız...,pop,0.4864,hüzün,0.4864,müzik,6,147
Sagopa Kajmer,"Kolera Verse: Dik bir yokuş hayat, başında Azrailiyle bekleyen Azrail melekten korkma!...",pop,0.4614,hüzün,0.3207,ayrılık,27,333
Sagopa Kajmer,Ne bende senden bir vakit var Ne bende senden kopan bir şeyim...,arabesk,0.4046,hüzün,0.4768,kader,27,388
Sagopa Kajmer,Verse 1: Ne bende senden bir vakit var Ne bende senden kopan...,arabesk,0.2902,hüzün,0.3698,kader,24,317
Sagopa Kajmer,Kolera: Onun da katılaşır kalbi koruma diyerek o bir başkadır Tepene çıkardıysan...,pop,0.6935,hüzün,0.3874,ayrılık,23,292
Sagopa Kajmer,Kolera: Onun da katılaşır kalbi koruma diyerek o bir başkadır Tepene çıkardıysan...,pop,0.6814,hüzün,0.4026,ayrılık,22,287
Sagopa Kajmer,Neden bu kadar çok içiyorsun ?? Hıııımmm… Şarap damarlarında hiç eksik olmuyorGünün...,pop,0.6639,hüzün,0.6926,özlem,3,78
Sagopa Kajmer,DrFuchs Rap Karamsar günleri lirik yapıp at yo! Mikrofonum offdan on oldu...,pop,0.6285,hüzün,0.687,ayrılık,19,273
Sagopa Kajmer,"CEZA Bir bahçemiz var; bir taraf çiçekli, bir tarafsa çöl, bir tarafta...",pop,0.5081,hüzün,0.2633,aşk,26,332
Sagopa Kajmer,1KISIM Yak! Hayat bi' gün o gün bugün bro! Kimse için değmez...,pop,0.7455,nostalji,0.3757,nostalji,24,293
Sagopa Kajmer,MOZOLE MİRACH Verse 1: Siyah beyaz bir filmdi bu ve ben görünmeyen...,pop,0.3933,hüzün,0.2504,müzik,20,226
Sagopa Kajmer,Gizli sokaklarına daldım ömrümün Şahidi oldu iki gözümse gördüğümün Çokları var farkında...,pop,0.6374,hüzün,0.3654,yalnızlık,19,225
Sagopa Kajmer,Sevgim gerçek olmasaydı ağlayabilir miydim?(x2) Aşkın bende olmasaydı nasıl gülebilirdim?(x2) Ateş beni...,pop,0.7843,aşk,0.234,aşk,18,247
Sagopa Kajmer,Sevgim gerçek olmasaydı ağlayabilir miydim Aşkın bende olmasaydı nasıl gülebilirdim Ateş beni...,pop,0.8168,aşk,0.2462,aşk,16,204
Sagopa Kajmer,RAP1 Hayattan anladığım;psikolojik savaşlarım ve savaş anılarım Fotoda ben ve patlayan mayınlarım...,pop,0.6211,hüzün,0.2675,nostalji,18,210
Sagopa Kajmer,"Şu hayattaki insanlık yarışından ayrılmak için çoğusu kafasına kurşun koydu, ne yazık...",pop,0.4505,hüzün,0.5043,yalnızlık,20,146
Sagopa Kajmer,Hiçbir kuvvet engel olamamıştı bana ve dilime Zincir vurabilir mi kralınız da...,pop,0.6369,hüzün,0.581,ayrılık,23,319
Sagopa Kajmer,part 1 intro(gemide): -offf…nabıcaz be kamil?anamız sikildi…artık cinayete girdik… -kazaydı anlatırız…hem herif...,pop,0.507,hüzün,0.4062,aşk,47,784
Sagopa Kajmer,SAGOPA VERSE Rap kolikler ordusuna katıl ve Bosporuz cehenneminde savaşa bir beyaz...,arabesk,0.4141,çaresizlik,0.4141,kader,18,290
Sagopa Kajmer,"Birinci Verse (SHI 360): Ve bir güneş doğuyor, Bir başka gün başlıyor...",pop,0.6193,hüzün,0.2435,umut,33,356
Sagopa Kajmer,Az hine Boker ole Od yom mathil maavak karagil Sham mamshih lo...,pop,0.6067,aşk,0.309,aşk,10,374
Sagopa Kajmer,"Hos geçinmek isteyen düsmanla onlari iyilige kandirsin, Aci söz istemeyen ademde herkesin...",arabesk,0.467,çaresizlik,0.1946,aşk,9,283
Sagopa Kajmer,"VERSE 1 Cılız hemcinsler takipte, rapi kovalar aheste ve ben deparım Ya...",pop,0.465,hüzün,0.2898,müzik,21,336
Sagopa Kajmer,"Sagopa yaşlı çocuk, Saçlarında kış, son beyaz yağışlarım, Yarışlarım varışlara, demek bu...",pop,0.5811,hüzün,0.5074,ayrılık,13,182
Sagopa Kajmer,Çocukluk naftalinle gizli Hatıralar sarı benizli Kim kerizdi? Belki aklım bir denizdi...,pop,0.7643,hüzün,0.3795,ayrılık,29,340
Sagopa Kajmer,VERSE 1 (LEADRİ) Beni ben akşamımda aradım ay kırıklarında Ayrılıkların da tadı...,pop,0.6537,hüzün,0.3381,aşk,19,214
Sagopa Kajmer,"İfadeler, sözlerden daha seslidir ve Sago sessizlerin sesidir Ilık nefesiyle kuzey tayfunu,...",pop,0.6114,mutluluk,0.3676,umut,15,217
Sagopa Kajmer,"Kemiklerin kırıldı ey rapim, nedir bu çaresiz bakışların, tecavüz arenasında kör savaşçı...",arabesk,0.5085,çaresizlik,0.5085,kader,2,91
Sagopa Kajmer,"Her zaman diyorum, vakit çok hızlı geçiyor, tıpkı eski saçlarımın siyah olduğu...",pop,0.6428,hüzün,0.349,acı,22,362
Sagopa Kajmer,VERSE1 Dayanmak en zor eylem Zor durumlar için ayırdı insan hep bilinmiş...,pop,0.5453,hüzün,0.5385,özlem,24,287
Sagopa Kajmer,">>>KOLERA Müzakeremiz aheste, taksit iste sanki hediye kambur kambur üstüne yapma etme...",pop,0.5993,aşk,0.2979,aşk,16,293
Sagopa Kajmer,Yeah Sago KaF-KeF 1Bölüm Elbet bir gün başı dönecek dünyanın dönmektenAğzının suyuna...,pop,0.4928,hüzün,0.3816,ayrılık,27,223
Sagopa Kajmer,"VERSE 1 Bendeki zaman trafiği tıkalı,akmıyor ileri bazı bazı fikrim aynı yerlerde...",pop,0.6231,mutluluk,0.4081,müzik,14,355
Sagopa Kajmer,"1KISIM Ben kirlerden uzak durmak istesem de toz yükselir, yutarım Kararmış bulutları...",pop,0.5944,hüzün,0.6441,ayrılık,29,264
Sagopa Kajmer,VERSE 1 Olanca yükseğim ben alçaklarla savaşırım ve midelerine otururum da dilediğimde...,rap,0.4016,güç,0.378,müzik,37,810
Sagopa Kajmer,MOZOLE MİRACH VERSE : Sabır taşında sınırı vardır aklı hakla taşmamaktır akmamaktır...,pop,0.4847,hüzün,0.341,yalnızlık,47,340
Sagopa Kajmer,BÖLÜM 1) İstemessen mermi at ve kurtul beck'lerinden anladımki üstad tek yürek...,arabesk,0.4325,hüzün,0.4647,kader,11,188
Sagopa Kajmer,"Sagopa kajmer! 2-0-1-0 Melankolia bebek! Bir hariç ve bir dahil, iki cüsse...",pop,0.5924,yalnızlık,0.4243,yalnızlık,19,267
Sagopa Kajmer,Kolera: Rüzgârda savrulan bir yaprak gibi Durdum derken sürüklenmeye başlarım yine Yazıp...,pop,0.8534,hüzün,0.4152,ayrılık,19,266
Sagopa Kajmer,Kolera: Rüzgarda savrulan bir yaprak gibi durdum Derken sürüklenmeye başlarım Yine Yazıp...,pop,0.8161,hüzün,0.3877,ayrılık,15,227
Sagopa Kajmer,"Sil aklımdakileri gel Ben savaşamıyorum onlarla,saldın benim başıma Sil aklımdaki seni gel,ben...",pop,1.0,umut,0.5134,aşk,4,41
Sagopa Kajmer,"ÖNSÖZ: Bazı şeyleri silersen,onunla silinir bazı şeyler Bırak saatler oyalansınlar Sırtına duvar...",pop,0.7086,hüzün,0.2684,ayrılık,14,292
Sagopa Kajmer,Rap 1 Arkada kalmış gözlerin sahipleri dertte Yumruktan güçlü sözlerle bu adam...,pop,0.6237,hüzün,0.4114,özlem,22,340
Sagopa Kajmer,"1KISIM: Hayatın gücü onunkinin hep üstü,o nedenle küstü Saçlarımın masalı gibi,siyahtan beyaza...",pop,0.3626,yalnızlık,0.5129,yalnızlık,14,186
Sagopa Kajmer,"1KISIM: Hayatın gücü onunkinin hep üstü,o nedenle küstü Saçlarımın masalı gibi,siyahtan beyaza...",pop,0.3626,yalnızlık,0.5129,yalnızlık,14,186
Sagopa Kajmer,MOZOLE MİRACH VERSE: Bilki sen kanattın kabuk tutmuş bu yarayı ve emri...,pop,0.6311,hüzün,0.4853,ayrılık,29,335
Sagopa Kajmer,"Kuvvetmiradan sagopa, Kajmer tek yürek hedefim pop kültürü Dinleyin sözümü,dinleyin sözümü Görmemişim...",rap,0.4599,hüzün,0.2695,gerçeklik,22,295
Sagopa Kajmer,"Sor duvarlara ve bekleme sende giden gelmez ,boşuna özleme bir gece ansızın...",pop,0.4949,hüzün,0.6245,acı,31,292
Sagopa Kajmer,Fuchs Verse Beni kafese koysalarda kelepçeler vursalarda Rapim susmayacak durdurulamayacak yumruklarım Tilkiler...,pop,0.3041,güç,0.2293,müzik,14,350
Sagopa Kajmer,"Uçuruma yaklaştın, son durak! Biletini kesti kader; savunmasız, İç içe kuytu köşelerde,...",pop,0.612,hüzün,0.4304,ayrılık,19,187
Sagopa Kajmer,1Bölüm Aha! Yeah! Sago Kaf Kef! İçinden geleni kağıda dök! Boşalsın ilham...,pop,0.5842,hüzün,0.497,umut,12,266
Sagopa Kajmer,"1KISIM: Geçen yıllar geçerken uğradılar yine geçende Onlar anlatırken içim geçer de,bu...",pop,0.6408,gerçeklik,0.3592,gerçeklik,3,212
Sagopa Kajmer,patetik cümlelerimi pratik yapman gerek bu statik hayatı estetik hale getirebilmek için...,pop,0.4327,hüzün,0.4745,hüzün,20,380
Sagopa Kajmer,"1verse Daha ne kadar sus,daha ne kadar sus pus? Onların öğrettikleri yanlış...",pop,0.4796,hüzün,0.3865,yalnızlık,28,260
Sagopa Kajmer,"RAP1 Akrep kuyruğunda,yılan dişlerinde,ağaç dikenlerinde,insan dilinde zehri yüklenir Ve,farkı yoktur yaratığın Burası...",pop,0.5388,öfke,0.3551,isyan,21,236
Sagopa Kajmer,Hayatta 2 şeye güveniyorum; biri aynaya baktığım da GÖRDÜĞÜME diğeri yukarıya baktığımda...,pop,0.6021,hüzün,0.3214,aşk,46,723
Sagopa Kajmer,velhasil rapin oglu gecimsiz hakkimda bildikleriniz bicimsiz bilemem neden yapitlariniz celimsiz densiz...,pop,0.4626,hüzün,0.2528,acı,28,702
Sagopa Kajmer,Kolo Verse: Bağla kemeri ve kalkma dedi hostes Benimle konuşmayın almadan abdest...,arabesk,0.3246,hüzün,0.422,acı,39,356
Sagopa Kajmer,Bağla kemeri ve kalkma dedi hostes Benimle konuşmayın almadan abdest Sana haber...,arabesk,0.3594,hüzün,0.4983,acı,28,325
Sagopa Kajmer,Yo yo beni bir solukta çek içine Kaf kef pesimist orkestra Vaktim...,pop,0.5047,hüzün,0.3315,ayrılık,32,317
Sagopa Kajmer,Sagopa Kajmer: Hey can! sende yarın yok olucan Beden toprakta gezen solucan...,pop,0.5508,mutluluk,0.3726,müzik,22,379
Sagopa Kajmer,Sagopa Kajmer: Hey can! Sen de yarın yok olucan Beden toprakta gezen...,pop,0.5076,mutluluk,0.33,yaşam,22,379
Sagopa Kajmer,Laik sadıka ken veren Allah işini bilirdi ki aza ittifade meyen Adem...,pop,0.4723,öfke,0.3374,isyan,12,284
Sagopa Kajmer,"Derin rüyalar gördüm maceramda etrafıma açıldığımda kalplerin hepsi darda, Karşılıklı vurulan yumruklar,...",pop,0.4281,hüzün,0.5079,ayrılık,24,368
Sagopa Kajmer,"Yov, basıncım yüksek yolla mikromu Bu söz dilden esirgenmez yokluğunun Sevmek ve...",pop,0.3539,hüzün,0.4744,ayrılık,16,371
Sagopa Kajmer,"Öfkene bakma,o ''vur,yak,kır,yık,dök,dağıt,sök!der Çevrene bakma ,onlar ''salla ve takma,keyfine bak'' der Sağasola...",pop,0.933,nostalji,0.4963,nostalji,14,160
Sagopa Kajmer,"Öfkene bakma,o ''vur,yak,kır,yık,dök,dağıt,sök!der Çevrene bakma ,onlar ''salla ve takma,keyfine bak'' der Sağasola...",pop,0.933,nostalji,0.4963,nostalji,14,158
Sagopa Kajmer,1Bölüm Bal saçan dudak ısır Malum çirkeflik kısır İblis kanıma girmeni üstelerse...,pop,0.485,hüzün,0.3672,yalnızlık,31,385
Sagopa Kajmer,Kuvvet aynası Derinlerinde saklı gözlerimde kanlı yaş Sen içinde aklım ölmekte bir...,pop,0.365,hüzün,0.3455,isyan,48,453
Sagopa Kajmer,"Gel yeraltından gelen sese kulak ver, Ya Kajmerin gölgesinden kaybol, insanların sembolu...",pop,0.879,aşk,0.386,aşk,18,178
Sagopa Kajmer,Beni bırakın kendi halime Çok bitkinim ama direneceğim Terapi ordularinizi geri cekin...,pop,0.8053,hüzün,0.3603,ayrılık,20,279
Sagopa Kajmer,Sagopa Kajmer: Bir yaprağı daha elimde kalan takvimi İçinde bulunduğum mevsimi ve...,pop,0.6273,hüzün,0.5151,hüzün,20,242
Sagopa Kajmer,"Sagopa Kajmer: Bir yaprağı daha elimde kalan takvimi, içinde bulunduğum mevsimi ve...",pop,0.6515,hüzün,0.4818,hüzün,22,251
Sagopa Kajmer,"Tohumları kanla ekilen hasat mevsimi, yerin kara toprak Varoluşun temelinde özüne dönen...",rock,0.4414,öfke,0.491,acı,18,155
Sagopa Kajmer,Gökteki yolları yeryüzündekilerden daha iyi bilen yok mu? Karnımız teveccühe bu kadar...,arabesk,0.429,hüzün,0.571,acı,7,103
Sagopa Kajmer,Mozole Mirach: Savaşı korkak izleyen bir kargasın sen Ve maddiyatçı kaygılara bir...,pop,0.3807,hüzün,0.2778,müzik,41,922
Sagopa Kajmer,Sezen Aksu Bak!! Bak!! Bak!!! Bak!! Bana biraz cocukmuyum değilmiyim ? Bak!!...,pop,0.3409,huzur,0.2192,ruhanilik,20,303
Sagopa Kajmer,1KISIM Hüznümün en yükseğinden şöyle baksan manzarama gözlerini alamazdın Gözlerini alırdılar Mazi...,pop,0.5703,hüzün,0.3738,yalnızlık,29,285
Sagopa Kajmer,# Verse I Benden korkun diyen herkes korkaktır Rap gök gürültülü sağanaktır...,pop,0.3867,güç,0.2785,müzik,19,449
Sagopa Kajmer,Kadranımda döndü mazaret ve akrebim bu saati gösterince bastı ölüme tek bir...,pop,0.5691,hüzün,0.2993,aşk,13,235
Sagopa Kajmer,yozlaşan bir ülkede yozlaşlanmak mı zor olan? sosyetik namertlere boyun eğmek mi...,rap,0.3573,öfke,0.2906,güç,11,207
Sagopa Kajmer,"Sago ve de Shi ! Sözleri ok, mikrofonları yay Göğüs kafeslerine sapladığımız...",arabesk,0.504,hüzün,0.504,acı,5,116
Sagopa Kajmer,Bakışlardır kainatın sözlüğü Görüldü ortada kalmış hislerin insanı ortadan tam ikiye böldüğü...,pop,0.7389,genel,0.5424,özlem,17,212
Sagopa Kajmer,Bakışlardır kainatın sözlüğü Görüldü ortada kalmış hislerin insanı ortadan tam ikiye böldüğü...,pop,0.7389,genel,0.5424,özlem,17,219
Sagopa Kajmer,Kaldırımlar ezdik yıllar aldı başını vurdu duvarı Rüşvetiydi Kaderin ilk görüşte aşk...,pop,0.7007,hüzün,0.7215,ayrılık,16,293
Sagopa Kajmer,Fecre dal Fedai cembiyeleri ile cenkte kaldı Surlarımda kahpe uykuyadaldı Suretim şarap...,pop,0.5013,hüzün,0.5125,ayrılık,14,280
