singing,lyrics_onizleme,tur,tur_olasilik,duygu,duygu_olasilik,tema,eslesen_kelime,kelime_sayisi
Pinhani,Sana söyleyemediğim her şeyi sokaklara söyledim Dinlemediler beni Sana anlatamadığım her şeyi...,pop,1.0,nostalji,0.403,nostalji,10,122
Pinhani,Yağmur her yağdığında bakardım yola Evim bu geçidin altında bakardım insanlara Geçip...,pop,1.0,nostalji,0.7757,nostalji,5,81
Pinhani,deve tellal pire berber iken müzik ve fizikle dolanırken bir gitar aldım...,pop,0.71,mutluluk,0.4587,müzik,11,136
Pinhani,aklımdan geçen bir yol var mıdır ? o yol nerde ben nerdeyim...,pop,0.6214,mutluluk,0.2863,sevinç,10,133
Pinhani,düşman hangisi dışardan biri mi ? çıkmış karşıma hemde aynada yedim bitirdim...,pop,0.7933,mutluluk,0.4276,sevinç,5,82
Pinhani,Kaç yıl oldu değdim gülüşüne Pişman olmadım seni sevdiğime et tırnaktan ayrılmaz...,pop,0.6373,öfke,0.3627,isyan,6,81
Pinhani,Yakınım Olur Kendisi İstanbul Hanfendisi Şakayı Sevmez Kolay Gülmüyor Bazen insan Canlısı...,pop,0.7732,hüzün,0.4536,nostalji,4,43
Pinhani,Öfkemden Kurtar Dünyayı Öfkemden Kurtar Nefretten Kurtar insanları Şiddetten Kurtar Fikrimden Kurtar...,pop,1.0,umut,0.5689,umut,8,90
Pinhani,Köprü Ortasında Dolandı Başım Çok Aklıma Geldi Annem Kardaşım Evimden Yürüdüm Pazartesi...,arabesk,0.6641,hüzün,0.6679,hüzün,5,54
Pinhani,Belki durup dururken yanına gelince Söylediklerimi anlamsız buldun Oysa vakit yoktu ama...,pop,0.6639,mutluluk,0.6639,aşk,6,90
Pinhani,"Sordum, sordum sordum Yoruldum tek başıma sormaktan Herkes anladıysa neden ben anlamam...",pop,1.0,hüzün,1.0,yalnızlık,3,84
Pinhani,Birazdan Güneş Doğacak Açacak Çiçek Sana Sormadan Birazdan Gün Başlayacak Saatin Çalacak...,pop,0.7854,mutluluk,0.3921,umut,10,85
Pinhani,Oyalan Oyalan Oyalan Oyalan Ayrı Gayrı Başlar Hayat Ama Aynı Günlerimiz Aynı...,pop,1.0,mutluluk,1.0,yaşam,2,48
Pinhani,Kaçıncı günüm kaçıncı ayım Vaktin ne kadar farkında mıyım bilebilsen Peki madem...,pop,1.0,mutluluk,0.5342,sevinç,4,120
Pinhani,Yıllardır değer verdiğim ne kadar insan varsa Hepsi yoldan çıktılar Bir sen...,pop,1.0,öfke,0.4567,isyan,3,122
Pinhani,küçüktüm büyüdüm en sonunda biri şarkı söylüyor ruhumda kalbimin hızı o metronomda...,pop,0.5981,mutluluk,0.4115,sevinç,5,67
Pinhani,"Beni Burdan Kurtar Gidelim Yolumu Kaybettim Güzelim Sen Olmayınca, Sen Olmayınca Kara...",pop,1.0,hüzün,1.0,yalnızlık,1,86
Pinhani,"Yaşandığından farklıdır, keyif içinde saklıdır o her zaman gülen yüzü ,bazen hüzünlü...",pop,0.925,nostalji,0.4268,nostalji,13,99
Pinhani,Doğru insan sevdim ama Yanlış zamanda Doğru bir yol vardır ama Bilsem...,pop,1.0,genel,1.0,özlem,1,58
Pinhani,Umutsuz olduğu bir anda Sevmek ister her insan Birazcık şanslıysan Neden olmasın...,pop,1.0,umut,0.5301,umut,2,46
Pinhani,herkes aynı hayatta kendini bişey sanma ne kadar çok bilirsen o kadar...,pop,0.7399,aşk,0.474,aşk,4,51
Pinhani,"Sakın bana naz etme, Usanır kalbim sana yenilmeye Suçum seni sevmekse, Yüzünü...",pop,1.0,aşk,1.0,aşk,1,31
Pinhani,Bir tebessüm uğruna Şu ömrümü yitirdim ben Seni kazanmak için Benliğimi yitirdim...,arabesk,0.6014,hüzün,0.4153,hüzün,4,38
Pinhani,"Su verdiğin çiçekler,küçük bahçemi süsler Şimdi bütün güller susuz ve kimsesiz Seni...",pop,0.8333,yalnızlık,0.3389,yalnızlık,5,63
Pinhani,"Gel, bu gece bana gel Uyumadım hiç, döndüm bütün gece sağa sola...",pop,0.9145,hüzün,0.415,aşk,11,104
Pinhani,Belki durup dururken yanına gelince Söylediklerimi anlamsız buldun Oysa vakit yoktu ama...,pop,0.797,mutluluk,0.797,aşk,10,128
Pinhani,Tesadüfen tanıştık seninle Uzun zamanda alıştık birbirimize Beni benden alırsın istersen Ama...,pop,1.0,nostalji,0.5124,nostalji,6,67
Pinhani,Hani sana aldığım cam yüzük var ya Ya kırılmış ya kaybolmuştur İlk...,pop,0.7586,hüzün,0.6025,nostalji,12,93
Pinhani,Durup düşünmeye zamanın olur mu ? Yitirmeden anlamaz insan Sevdiklerin yolun sonunda...,pop,0.8628,mutluluk,0.3905,nostalji,14,112
Pinhani,Gökyüzünde ne çok yıldız var biri parlak biri ürkek biri yalnız diğeri...,pop,0.5537,hüzün,0.4264,yalnızlık,6,47
Pinhani,"Kalk , geç karşıma , aç gönlünü , dön gel yavaşça Ben...",pop,0.4966,aşk,0.3525,aşk,14,72
Pinhani,Zor Günler Birden Biter Mi Aşık Sevdaya Küser Mi Hiç Bir Yol...,pop,0.7647,genel,0.3067,aşk,9,51
Pinhani,"Herşeyi silip atmak, yok saymak, unutmak İntikam çok sinsice, aşkın kucağımda saklanır...",pop,1.0,mutluluk,0.5842,sevinç,5,89
Pinhani,hayat boş elde var sıfır hiç bişey yok yine yalnızım bir tek...,pop,0.6174,hüzün,0.6652,yalnızlık,7,100
Pinhani,Üzüleceğimiz çok şey var bundan sonra Onun için bari bugün üzülmeyelim Sevişeceğimiz...,pop,1.0,nostalji,0.3508,nostalji,10,107
Pinhani,yol kenarında oynayan çocuklar gibi topum kaçtı bugün yola evin önünde sulanmayan...,arabesk,0.6897,hüzün,0.6897,karanlık,3,79
Pinhani,İyi değilim ben Hiç iyi olmadım Sen gittiğinden beri Hiç hayal kurmadım...,pop,1.0,genel,1.0,umut,1,85
Sagopa Kajmer,ceza: Bir kursun kaleme benzer hayat tek eksik silgidir anla insanlar kendileri...,pop,0.8838,hüzün,0.4406,yalnızlık,8,295
Sagopa Kajmer,Acımasızca geçip giden zamandan geriye kalan sadece yalnızlıklarımızdı Yaşlanan Birgün Bugün Bavulu...,pop,0.6273,hüzün,0.5351,ayrılık,44,319
Sagopa Kajmer,"""Fakir bir şairim ama,Yüreğim zengin a canımFakir bir şairim ama,yüreğim zengin"" Ter...",pop,0.3162,hüzün,0.3818,eşitsizlik,19,356
Sagopa Kajmer,"Kurulu bir makinayım ,ya arıza yaparsam? İstemediğim halde ya devrelerimi yakarsam ?...",arabesk,0.6889,hüzün,0.7752,kader,35,287
Sagopa Kajmer,"Ayrılıklar uzun sürer, çok sevip de kavuşamazsan Hasret girdabı alabora eder aşk...",pop,0.4833,hüzün,0.5322,ayrılık,21,257
Sagopa Kajmer,Skit Sana bir hikâye anlatayım ister misin? 15 yaşındayken mahalledeki bir plakçıya...,pop,0.4462,öfke,0.3875,isyan,30,167
Sagopa Kajmer,Berduşun hayatı diyabolik Ne dese ne etse olamıyor simetrik Kimi ipin ucunda...,pop,0.4442,güç,0.3497,müzik,13,252
Sagopa Kajmer,V1 Günlerim aylara hasret ve gel sen bana biraz aylardan bahset Ben...,pop,0.7048,hüzün,0.7207,ayrılık,19,215
Sagopa Kajmer,"Kolera Verse 1 Huzurunda bir güneştim kapana kapana açılan Affet, mağfiret et...",pop,0.2968,hüzün,0.3745,kader,25,431
Sagopa Kajmer,Vektörüm zehirli meyile yatkın Dibini gördü kuyunun aklım İçine düşmemek gerekli sizce...,pop,0.6555,hüzün,0.3059,ayrılık,27,288
Sagopa Kajmer,"Uyanmak zor, uykunu bölmedikçe kurtuluş, Çıkışı bulamadığın yol üzeri, gözün kapalı yıpranış,...",pop,0.4898,hüzün,0.2618,kader,24,316
Sagopa Kajmer,"Emeklemekle başlar, hayatın yolları Ayak nasır tutar, madalyon çift taraflı Nacizane ben...",pop,0.6031,hüzün,0.439,ayrılık,15,234
Sagopa Kajmer,"Al birde Burdan Yak, kapasite meselesi bak Perde kapanmış lak lak, başlar...",pop,0.624,hüzün,0.6476,acı,11,347
Sagopa Kajmer,Kralın elleri nasır ve yelleri soğuk günün ve belleri kırık dünün ve...,pop,0.5665,hüzün,0.4279,umut,23,418
Sagopa Kajmer,"VERSE1 Sürç-i lisan eylediysem affola Kulaklarimda gaf dola,şamar yüzümde iz kala Ve...",pop,0.3339,hüzün,0.2337,kader,16,197
Sagopa Kajmer,Sagopa Kajmer Verse: Meydanı yıllar okuya yıllara Ve artık yan yana kurduğum...,pop,0.6083,hüzün,0.2859,aşk,10,142
Sagopa Kajmer,SITEM DEPRESİF İlk molami aşkta verdim bende çok temizdim ancak(suss) Verilen herbi'...,pop,0.574,hüzün,0.4908,özlem,13,316
Sagopa Kajmer,"Kölecesine, ölecesine, yaşam acımasız delicesine nesine gore kıymet kimine rehine kimine yoktan...",pop,0.6623,hüzün,0.3793,yalnızlık,17,214
Sagopa Kajmer,Sagopa Kajmer! 2 0 1 0 Melankolia bebek! Bir hariç ve bir...,pop,0.5924,yalnızlık,0.4243,yalnızlık,19,286
Sagopa Kajmer,Her masal bir gün biter Her ateş bir gün söner Her yolcu...,pop,0.7729,hüzün,0.4247,nostalji,23,133
Sagopa Kajmer,Yeah! Yo yo Sagopa Kajmer 1001 gece karamsarları! Sodalı sularda yandan sıyrılan...,pop,0.3114,hüzün,0.532,yolculuk,13,415
Sagopa Kajmer,"KOLERA Müzakeremiz aheste, taksit iste sanki hediye kambur kambur üstüne yapma etme...",pop,0.5714,aşk,0.2491,aşk,15,293
Sagopa Kajmer,Benim bir sırrım var açıklanmayacak kadar sır Bundan çıkar hır Patlamalar vuku...,arabesk,0.4106,hüzün,0.4555,acı,25,313
Sagopa Kajmer,LİRİK ( LYRICS) 1KISIM Kaybetmedim hiçbir zaman dürüstlüğümü ama dürüstlükten çok kaybettim...,arabesk,0.5783,hüzün,0.9021,acı,9,258
Sagopa Kajmer,"VERSE 1: Yepyeni tertemiz sayfa,apartta hazır ve nazır benim tayfa İçim deniz...",pop,0.5324,hüzün,0.2735,müzik,11,382
Sagopa Kajmer,"Sagopa Kajmer: (Sago, Kaf Kef, 3 2 1 Rap) Sınav yine kazandı...",pop,0.4815,hüzün,0.3819,nostalji,17,257
Sagopa Kajmer,Sagopa Kajmer: Sınav yine kazandı ben tekrar kaybettim Kancama kızma sanata kıldı...,pop,0.4335,hüzün,0.3943,nostalji,19,247
Sagopa Kajmer,İznim olmadıkça alamazsın bendekini benden Eğer ki alsan hesap sorar bendeki senden...,pop,0.6799,hüzün,0.3175,umut,20,287
Sagopa Kajmer,Rapin oğlu cımbızla eledi kelimeleri Mikrofonuna damladı alnından akan teri Bazı dudaklar...,pop,0.5596,hüzün,0.2691,sevinç,22,284
Sagopa Kajmer,Farfarayla doldu ruhumun asilerini sakinleştiren müzik kutusu Nerde ''play'' butonu ? Bas...,pop,0.3669,hüzün,0.3905,sevinç,15,158
Sagopa Kajmer,"Sagopa Kajmer: Amaç varmak, olduğun yerde saymamak Bu yağlı zeminde kayıp düşüp...",arabesk,0.4837,çaresizlik,0.3469,kader,15,355
Sagopa Kajmer,Sagopa Kajmer: Amaç varmak olduğun yerde saymamak Bu yağlı zeminde kayıp düşüp...,arabesk,0.4785,çaresizlik,0.2893,kader,11,295
Sagopa Kajmer,"# Kolera Verse # Müzakeremiz aheste, taksit iste sanki hediye kambur kambur...",pop,0.5303,aşk,0.2636,aşk,18,301
Sagopa Kajmer,"gozunu kan burunurlerin hayatini mahfetmek icin elimizden geleni yapariz, oyle tiplerin burda...",pop,0.4781,mutluluk,0.3869,acı,10,326
Sagopa Kajmer,# Verse I # Bu dilden firar eden her söz yaydan çıkmış...,pop,0.5154,hüzün,0.2782,aşk,48,426
Sagopa Kajmer,Sizleri ölen sayısız insan için 3 dakikalık Saygı duruşuna davet ediyorum Mermi...,pop,0.4888,öfke,0.2418,aşk,32,385
Sagopa Kajmer,KOLERA Bir adamın adı çıkacağına bence canı çıksın Bir ağaçta gül de...,pop,0.6895,mutluluk,0.3026,yaşam,22,357
Sagopa Kajmer,Kolera Verse Bir adamın adı çıkacağına bence canı çıksın Bir ağaçta gül...,pop,0.6529,mutluluk,0.2908,yaşam,26,377
Sagopa Kajmer,"Kısa boyunla uzun duvarları aşarsın, Aşmasına aşarsın da, kendini aşmış sanırsın, Sonraki...",pop,0.6159,hüzün,0.5303,ayrılık,15,437
Sagopa Kajmer,"""Ve bebekler de ölür"" Hayatımın gerçek öykülerine ayrılan bir filmin Sound-Check'indeyim Bir...",arabesk,0.5484,hüzün,0.6082,kader,18,284
Sagopa Kajmer,"Benim sermayem çift el artı çift göz, Karamsardan varan harbi doğru söz,...",pop,0.5142,hüzün,0.4036,aşk,25,257
Sagopa Kajmer,"Mızraba değsin ateş, yansın ortam Aleve doysun öz ay gibi gönlüm uzay...",pop,0.5524,mutluluk,0.3401,yaşam,30,296
Sagopa Kajmer,"Sago kasva Sago lo lo lo Komedya maymun aahhh duble v,duble v,duble...",pop,0.6396,mutluluk,0.2067,isyan,20,350
Sagopa Kajmer,"1Bölüm Kuşkularıma bir kuş kondu,saçlarımda kış soludu Hınç kuruttu mutluluğunu,tırs bu kez...",pop,0.4337,hüzün,0.2745,ayrılık,21,258
Sagopa Kajmer,Sagopa verse 1 Beyaz ölüm gözlerinizi yavaşça kapatıp beni iyice dinleyin Size...,pop,0.3763,hüzün,0.5031,karanlık,27,352
Sagopa Kajmer,Kolera Verse: Kapı çalarsa lütfen açma yok kimseyi beklediğim Sanki cinayet işledim...,pop,0.5552,hüzün,0.3269,müzik,26,289
Sagopa Kajmer,"Baharı bekle Günü güne saati saate ekle Bir ucundan tut hayatı ,...",pop,0.7293,nostalji,0.3854,gelenek,6,116
Sagopa Kajmer,"Sagopa Bak bu izler kalıcı, bıçaklar vardı sineme Dayanır canım acılara, söylemeyin...",pop,0.6287,hüzün,0.3757,yalnızlık,15,238
Sagopa Kajmer,"Kalk,kalk,kalk ve beni dinle, Sana güç veririm, Kafanla dalaştığında sana yardım edebilirim...",pop,0.4766,hüzün,0.2846,doğa,22,275
Sagopa Kajmer,"Verse 1 Aldanışlar orada kaldı, aldatıldın ahın vardı, aldatıldım ahım aldı, yalvarıldım...",pop,0.5682,hüzün,0.5493,ayrılık,51,404
Sagopa Kajmer,RAP 1 Bir tek bende yok çoğunda var tedirginlik ve yüzüme doğru...,rock,0.4078,öfke,0.6083,eşitsizlik,5,193
Sagopa Kajmer,Mozole Mirach Verse: Bana devam et derdin ancak sen bitirdin oyunumu Bu...,pop,0.5894,hüzün,0.4812,ayrılık,33,333
Sagopa Kajmer,Sagopa Verse: Yine Benn!! Gökyüzünden baktığımda insan karınca görünür yerden yükseldikçe cüssen...,rock,0.3178,güç,0.2073,karanlık,16,342
Sagopa Kajmer,"Pesimist EP6, Sago Kaf Kef yer6 Bir çok kez öldüğümü biliyorum, Kenarından...",arabesk,0.4905,hüzün,0.4856,yalnızlık,16,328
Sagopa Kajmer,"1Bölüm Etkisindeyim görmüş olduğum şaşkınlıkların,kurtulmalıyım!dışında kalmalıyım alışkanlıklarımın Bana benden haber veren rüyalarımın...",pop,0.3434,hüzün,0.43,ayrılık,10,182
Sagopa Kajmer,Daimi kavonda bal yalat ki şükrü tatmamış Bu kaypağın cebinde internasyonel repertuar(raper)...,pop,0.4713,hüzün,0.2124,kader,26,252
Sagopa Kajmer,"(Sagopa Kajmer, DerinDarbe Başla!) Yarını olmayan dünlere yazılmış Her şiir ve şair...",pop,0.4867,hüzün,0.2453,kader,16,403
Sagopa Kajmer,Sagopa Kajmer: Meraklı bir avım ben nerede avcı Bütün kurşunlar cav cavcı...,pop,0.7807,aşk,0.2575,aşk,14,235
Sagopa Kajmer,"Sagopa Kajmer: A haa Tekrar biz, bizler Bak önünde ateş at kendini...",pop,0.6156,hüzün,0.2184,aşk,18,361
Sagopa Kajmer,"Adam et akla bulaştığı vakitte toprak olsun insanım, hayata dair yetki olamadımsa...",arabesk,0.3677,hüzün,0.3677,kader,18,241
Sagopa Kajmer,Sagopa Kajmer Verse1 Dervişin sükûtundan anlamayan kelâmından hiç anlamaz ya boşver ama...,pop,0.564,hüzün,0.4309,müzik,14,528
Sagopa Kajmer,"Kolera Ne günü aydınlatabilirsin nede geceyi karartabilir, Yalnız ama yalnız benden korkun...",pop,0.619,aşk,0.2847,aşk,22,331
Sagopa Kajmer,Bu çayıra bu çimene bu bahçeye kimler çukurlar kazdı da Bilemediler ben...,pop,0.5433,hüzün,0.3923,doğa,6,165
Sagopa Kajmer,"Sago raple gelir, 2013′te halen işler demir Büyük yerden emir, siyah ile...",pop,0.6275,hüzün,0.4761,kader,26,324
Sagopa Kajmer,Parayı veren düdüğü çalar Düdüksüz kalmış düttürü dünyadaki oyuna muhtaç masum çocuklar...,halk,0.6522,huzur,0.3439,doğa,6,228
Sagopa Kajmer,"You are a fighter and you fight , you must fight !!!...",pop,0.8833,mutluluk,0.3563,umut,25,230
Sagopa Kajmer,böyle bir şarkı yok http:&&sarkialternatifimcom&dataasp?ID=8108&sarki=Sagopa%20vs%20Kolera%20%28feat-kolera%29&sarkici=Sagopa%20Kajmer&ok=1 bu linkteki şarkının aynısı sadece şarkı ismi...,pop,1.0,mutluluk,1.0,müzik,2,18
Sagopa Kajmer,"-SAGO- farkımı farkedene farkını öde,farz bu benim içimin dışa vuruşu,karamsar tarz arz...",pop,0.5968,hüzün,0.4845,ayrılık,31,316
Sagopa Kajmer,Kontrol mikrofona yap yo mic ! Tepe takla hiphop taka Ben rocker...,pop,0.4822,hüzün,0.4555,özlem,15,238
Sagopa Kajmer,Verse 1 Rehavet çöker omuzlarımın üzeri dolu Yok yolu kaçışın sonu meçhul...,rap,0.369,güç,0.2167,müzik,19,305
Sagopa Kajmer,"Miktarıncayız, karınca kararıncayız Canımda bir can saklıyız, bi kalpte bin his saklarız...",pop,0.6688,mutluluk,0.5823,aşk,25,303
Sagopa Kajmer,orjinali Sagopa Kajmer in Boom adlı parçası ismi değiştirilmiş...,pop,0.0,genel,0.0,genel,0,9
Sagopa Kajmer,56 Denklemli intronun aynısı Şarkının doğrusu 56 Denklemli İntro ve zaten var...,pop,0.0,genel,0.0,genel,0,12
Sagopa Kajmer,Yunus'tur Benim Adım Sagopadır Mahlasım Dinle ! 1Bölüm Eğer düşman yoksa bil...,pop,0.3901,öfke,0.2355,yolculuk,21,307
Sagopa Kajmer,Yo! It's time to play the fair game Not the fuckin take...,arabesk,0.4765,çaresizlik,0.3396,kader,15,353
Sagopa Kajmer,"VERSE 1 Birikimlerimiz kısıtlı, arzularımızın ışığı,egoizme yansıdı, ya da kısıtladık insancıl yanımızı,...",pop,0.3049,hüzün,0.241,müzik,19,314
Sagopa Kajmer,cep-cep-cep-cephaneyi bekle ben uyku dolu bu gözlerimle baktım ahalime! cep-cep-cephaneyi bekle cephaneyi...,pop,0.7036,hüzün,0.5012,özlem,32,293
Sagopa Kajmer,"Yoo! Underground place kulaklarında Terör vuruşları, Sagopa mayın tarlası Patlamana az kaldı...",arabesk,0.4,hüzün,0.4,karanlık,5,87
Sagopa Kajmer,"SAGOPA KAJMER Sözüm kulaklarına değsin, Duvara vursun başını gücüm Yıllar geçse vakit...",pop,0.4467,hüzün,0.3043,müzik,158,2386
Sagopa Kajmer,"Anlat! Yüreğime damlat gözyaşını Alma ahımı, anla parmak ucumda acı! Bu kaçıncı...",pop,0.643,hüzün,0.3523,ayrılık,15,197
Sagopa Kajmer,"( -kızlarbilirsinben onları,onları seviyorumseviyorum ve nefret ediyorum anlıyor musun? seviyorum ve nefret...",pop,0.485,hüzün,0.385,isyan,19,255
Sagopa Kajmer,"ye ya! iki cift sifir dort sagopa k, kuvvetmira yer alti (give...",pop,0.5347,mutluluk,0.4327,acı,9,308
Sagopa Kajmer,"Sana tutunmaya çalışan ben, Beni tutmayıp düşüren sen Kolay değil kabullenmem, Sert...",rock,0.3709,öfke,0.3237,karanlık,21,365
Sagopa Kajmer,"2 eksik söyledin 160 karından uzun boyum, madem sevdin evlenecektin imam nikahla...",pop,0.8091,genel,0.5261,özlem,57,624
Sagopa Kajmer,Boşluk içinde bol olan yok olan Paranın denizinde kulaç atan Çöp çatan...,pop,0.3115,hüzün,0.3489,ayrılık,19,224
Sagopa Kajmer,"1Bölüm İlham al, bu sözlerin sahibi bir Hamal; varlığı hayal, kahramanı olmak...",pop,0.4984,hüzün,0.2998,aşk,25,237
Sagopa Kajmer,"1Bölüm Yine o kirli drum-set lerimin içindeyim, Ve hayatının en güzel parçasıyım,...",pop,0.602,hüzün,0.4192,yalnızlık,23,296
Sagopa Kajmer,Kalemin harfleri çizdiği vakittir Mürekkebim olmasa duygularım göbek yapacak Mikrofon zımbırtısı ulaştırmaktayken...,pop,0.3697,hüzün,0.2817,vatan,17,225
Sagopa Kajmer,Unuttuğumun ilk günü bir tebessüm filizlendi Unutabilmenin en büyük zaferlerden olduğunu gördüm...,pop,0.6708,hüzün,0.5875,ayrılık,23,288
Sagopa Kajmer,"Bahari tadamayan çiçek, kişi göremeyen kurt olmaz, solmaz, Zannettiğin yeşil, sariya dönüşür...",pop,0.3727,mutluluk,0.2964,isyan,16,197
Sagopa Kajmer,"Battle ryhme!, kime battle ? Kime ki diss? kime hiciv? Kime bu...",arabesk,0.3563,hüzün,0.4816,müzik,14,231
Sagopa Kajmer,"(Hayatın boyunca calısıyorsun, 30 yıl boyunca yaptıgın seyin farklılık yaratacagını düşünerek yasıyorsun,...",pop,0.2978,güç,0.2546,müzik,17,326
Sagopa Kajmer,:verse 1: çocukluğumda çocukluğuma inmek gibi bişey bu dengesiz dilim susar ve...,arabesk,0.475,hüzün,0.552,ayrılık,17,235
Sagopa Kajmer,Ey sevdiğim birgün bana Yar demedin yar demedin Gece gündüz tenhalarda Ağlayanım...,pop,0.9405,aşk,0.7942,aşk,30,107
Sagopa Kajmer,"- Ceza Verse Vakit az yada çok, Nakit al cebe sok, Para...",pop,0.4498,hüzün,0.2447,ayrılık,44,635
Sagopa Kajmer,(Savaş) Kadavra bahtı avlanır sonuçta hakim oldu duyduğun bu ses yanılttı satrı...,pop,0.5055,hüzün,0.5034,ayrılık,19,215
Sagopa Kajmer,Sagopa Kajmer : Başla başka bir hikayeden söz et canım sıkık Kolera...,pop,0.5718,hüzün,0.1829,umut,26,502
Sagopa Kajmer,Sagopa Verse Yaaaovv! Kimsesiz günün bi kim'i hep içimde serzenişte Gülümün dikeni...,pop,0.4883,hüzün,0.3126,nostalji,17,179
Sagopa Kajmer,SAGO VERSE OLDUĞUN YERDE KAL VE SES ÇIKARMA RAPİN BOŞBOĞAZI ODAMDA BİR...,pop,0.2913,güç,0.205,müzik,15,216
Sagopa Kajmer,Edeple gelen edebiyat rapi onure etti şükür O kokan ağızlardan çıkan rap...,pop,0.4407,öfke,0.4033,güç,18,337
Sagopa Kajmer,"Bu ikilemlerin arkasında çok şey var Hiç bir şey bir neden değilki,...",pop,0.5176,hüzün,0.4198,kader,31,388
Sagopa Kajmer,Verse 1 !!!(2x)!!!Seveeen!!(Sen sen sen!)Sevdiğine böyle mi yapar seveeen! Güneşimi karartıpta kaçar...,pop,0.4828,hüzün,0.3855,müzik,9,146
Sagopa Kajmer,Seven (sen sen sen seven) sevdiğine böylemi yapar seven Güneşimi karartıpta kaçar...,pop,0.5692,hüzün,0.5692,ayrılık,12,199
Sagopa Kajmer,Seven Sevdiğine böyle mi Yapar seven Güneşimi Karartıp da Kaçar Gider Bu...,pop,0.5692,hüzün,0.5692,ayrılık,6,120
Sagopa Kajmer,"Seven, sevdiğine böyle mi yapar seven Güneşimi karartıp da kaçar gider Bu...",pop,0.5692,hüzün,0.5692,ayrılık,12,195
Sagopa Kajmer,Sagopa Verse: Zaman geriye dönmemek üzere kapını çarpan umursamaz güvenim dört nala...,pop,0.5093,hüzün,0.3516,ayrılık,37,344
Sagopa Kajmer,"Rapim aldı beni benden vardım gerçeğin doruklarına, yukarıda beni küçümsercesine bakan onca...",rock,0.2719,hüzün,0.4602,gerçeklik,15,223
Sagopa Kajmer,VERSE 1 Yapılan her savaşta bir çıkar ve de imzalanan her barışta...,pop,0.6681,nostalji,0.2956,nostalji,19,318
Sagopa Kajmer,Kolera: Üzerdi beni bende olmayıp başkalarında bulduğun Tek bir cümle ve şahitsin...,pop,0.5057,hüzün,0.2992,ayrılık,11,277
Sagopa Kajmer,Kolera: Üzerdi beni bende olmayıp başkalarında bulduğun Tek bir cümle ve şahitsin...,pop,0.5057,hüzün,0.2992,ayrılık,11,279
Sagopa Kajmer,varabildiğin yere kadar var! var var var! 1Bölüm Akar sular dönmez geri...,pop,0.4367,hüzün,0.2776,hüzün,23,275
Sagopa Kajmer,"Intro Ne güzel bir hava, ne güzel bir mekan Sago Kaf-Kef Kaf-Kef...",pop,0.7071,hüzün,0.4168,aşk,30,326
Sagopa Kajmer,Biraz zaman lazım galiba Önümden bir cok insan geciyor Ama hiç biri...,pop,1.0,hüzün,0.5556,ayrılık,9,147
Sagopa Kajmer,"Tabu , sabote, sabotaj, markaj saha !… Fona tek atimlik misilleme, kene...",arabesk,0.5119,hüzün,0.594,kader,12,218
Sagopa Kajmer,Sagopa verse: günlerim ağlak sabrın sonu selamete varsa da faydası yok gözlerim...,pop,0.4426,hüzün,0.5228,ayrılık,29,335
Sagopa Kajmer,(Laedri) Kalemi bendim evet o resmin ismim adını bilmeyen bir şiirin ilk...,pop,0.7879,hüzün,0.2709,yalnızlık,18,249
Sagopa Kajmer,"Verse 1 Kendi görsün kendi anlasın, kendi tutsun kendi koklasın Kendi kaybolmuş...",pop,0.7273,hüzün,0.5476,ayrılık,11,132
Sagopa Kajmer,Hipop'ın mistik güneydoğusundan geldim İstanbul'a Dere tepe dümdüz kalamamış buralarda ova Mayın...,pop,0.3976,mutluluk,0.3532,nostalji,15,263
Sagopa Kajmer,Sago Verse Son mahçupluğumun yanakları al al Kırıklara bağlar yunus iple sıkıca...,pop,0.3859,hüzün,0.24,ayrılık,38,395
Sagopa Kajmer,"VERSE1 Çığlıkların hakimiyetindeki bu haykırışlar aleminde,kaç dizeyle tanımı yapılacaktır mutluluk senaryolarının? Aklım...",pop,0.6053,hüzün,0.4243,acı,27,264
Sagopa Kajmer,"Verse1 Bi güne daha el salladım,giden gitti Ve o günün şahitleride gayba...",pop,0.5279,hüzün,0.4208,kader,19,232
Sagopa Kajmer,"Skit: Her hayat bir sorudur, Benimkinin anlamıysa tam anlamıyla bir karanlıktır, Bu...",pop,1.0,nostalji,0.5432,nostalji,2,26
Sagopa Kajmer,Verse 1 Hey yov! İki Sıfır Bir Bir Aklını Başına Devşir !...,pop,0.3773,hüzün,0.2669,isyan,24,329
Sagopa Kajmer,~ Sagopa ~ verse: Canını yakacak eller uzatıyorlar insanlar kaç rüyanı yakaladın?...,pop,0.5836,mutluluk,0.2719,müzik,15,290
Sagopa Kajmer,verse 1:(leadri) Dudaktan akacak her bi kelimeden de payını alacak ecelim içine...,pop,0.5802,hüzün,0.2474,ayrılık,45,344
Sagopa Kajmer,Verse1 Phoenix: Hesapsız kitapsız yargılar dilimi yargılar dilim bilime mahkumdur elini attığında...,halk_rock,0.1838,öfke,0.352,isyan,6,187
Sagopa Kajmer,"Lokomotif hayallar birbirine bağlı, dağlı sevdalar İstanbul sokakları boyunca yamalı, pislik dolu...",pop,0.4302,hüzün,0.4042,hüzün,23,354
Sagopa Kajmer,Canfeza: Durup düşündüğümden beri düşünüp durdum Nerede pis bir kıyı var hep...,pop,0.5781,hüzün,0.2585,kader,37,284
Sagopa Kajmer,"Yunus içine döndü umut, dışına baktı kaos var Demir atmak istediğim ıslak...",arabesk,0.4888,hüzün,0.4504,acı,25,330
